observed_at,health_http_200,direct_api_ms,overview_api_ms,system_api_ms,ledger_api_ms,processor_healthy,heartbeat_healthy,progress_healthy,progress_age_ms,lifecycle_cycle_count,errors_last_5m,direct_open,direct_closed,direct_pnl_usdt,direct_classic_pf,app_rss_mb,heap_mb,redis_rps,redis_keys
2026-08-27T00:18:07.180Z,true,24.3,68.8,70.5,,true,true,true,754,12,12,0,0,0,,2419,621,5199,136064
2026-08-27T00:18:23.054Z,true,791.6,832.6,833.5,,true,true,true,2020,51,51,0,0,0,,2347.6,1067,2868,136072
2026-08-27T00:18:37.193Z,true,40.2,98.4,119.5,96.2,true,true,true,363,92,92,0,0,0,,2456.2,846,6237,136083
2026-08-27T00:18:52.179Z,true,16,51.6,16.9,,true,true,true,1214,129,129,0,0,0,,2381.9,841,1594,136098
2026-08-27T00:19:07.146Z,true,17.6,49.5,51,,true,true,true,8001,153,153,0,0,0,,2439.4,662,1355,136109
2026-08-27T00:19:22.147Z,true,29.1,70.5,71.2,,true,true,true,8686,166,166,0,0,0,,2380.8,753,2737,136017
2026-08-27T00:19:37.409Z,true,30.5,92.7,125.8,87.4,false,true,false,23899,166,166,0,0,0,,2487.7,1259,3332,136029
2026-08-27T00:19:52.393Z,true,16.3,49.9,17.3,,false,true,false,38942,166,166,0,0,0,,2643.1,720,3584,136041
2026-08-27T00:20:07.771Z,true,603.4,650.3,649,,true,true,true,2958,5,5,0,0,0,,2388.5,698,4540,136051
2026-08-27T00:20:22.477Z,true,342.7,386.2,388.3,,true,true,true,1280,49,49,0,0,0,,2453.6,767,325,136062
2026-08-27T00:20:37.479Z,true,190,265.3,308.7,231.5,true,true,true,2033,86,86,0,0,0,,2433.1,1001,4032,136070
2026-08-27T00:20:52.329Z,true,20.4,49.5,51.4,,true,true,true,426,128,128,0,0,0,,2299.2,875,6187,136085
2026-08-27T00:21:07.268Z,true,29,135.6,134.5,,true,true,true,6165,152,152,0,0,0,,2360.8,633,3750,136097
2026-08-27T00:21:24.971Z,true,18.3,68.1,73.6,,true,true,true,8273,169,169,0,0,0,,2390.3,804,2436,136011
2026-08-27T00:21:38.928Z,true,265.8,338.1,339.4,335.6,false,true,false,22212,169,169,0,0,0,,2410.7,889,2680,136016
2026-08-27T00:21:53.653Z,true,63.5,94.8,64.7,,false,true,false,36977,169,169,0,0,0,,2343.4,942,129,136032
2026-08-27T00:22:08.689Z,true,16.7,51.3,57.3,,true,true,true,1472,5,5,0,0,0,,2490.6,499,202,136046
2026-08-27T00:22:24.181Z,true,21.7,58.3,59,,true,true,true,1164,49,49,0,0,0,,2378.9,933,2524,136057
2026-08-27T00:22:38.866Z,true,53.2,130.5,167.4,91.5,true,true,true,1843,86,86,0,0,0,,2435.5,1330,1200,136069
2026-08-27T00:22:54.197Z,true,99,136.5,99.7,,true,true,true,2672,124,124,0,0,0,,2611.3,859,3186,136077
2026-08-27T00:23:09.276Z,true,575,613.1,621.7,,true,true,true,6084,155,155,0,0,0,,2438.9,576,2855,136088
2026-08-27T00:23:23.897Z,true,17.8,62.8,63.4,,true,true,true,2457,174,174,0,0,0,,2420.1,762,157,136002
2026-08-27T00:23:39.384Z,true,168.1,230.6,242,223.2,true,true,true,17916,174,174,0,0,0,,2479.6,1105,419,136027
2026-08-27T00:23:53.803Z,true,17.4,46.3,46.7,,false,true,false,32378,174,174,0,0,0,,2659.3,1394,5392,136020
2026-08-27T00:24:09.168Z,true,382.7,420.5,421.3,,true,true,true,1648,5,5,0,0,0,,2449.3,608,2196,136032
2026-08-27T00:24:23.787Z,true,16.7,54.9,55.9,,true,true,true,2067,45,45,0,0,0,,2445.6,942,3474,136043
2026-08-27T00:24:50.121Z,true,467.4,559.3,542.2,540.1,true,true,true,1246,116,116,0,0,0,,2527,626,3096,136063
2026-08-27T00:24:57.536Z,true,19.1,60.7,23.2,,true,true,true,1963,133,133,0,0,0,,2452.8,560,231,136067
2026-08-27T00:25:12.627Z,true,20,59.6,61.9,,true,true,true,7790,158,158,0,0,0,,2430.7,563,202,136079
2026-08-27T00:25:27.738Z,true,18.1,59,69,,true,true,true,1715,185,185,0,0,0,,2497.3,728,1275,135989
2026-08-27T00:25:42.562Z,true,78,130,138.3,126.8,true,true,true,16531,185,185,0,0,0,,2464.5,1139,2114,135997
2026-08-27T00:25:57.878Z,true,181.9,448.1,393.5,,false,true,false,31635,185,185,0,0,0,,2563.3,457,1386,136007
2026-08-27T00:26:16.245Z,true,18.4,71,74.1,,true,true,true,2441,17,17,0,0,0,,2399.6,716,3461,136022
2026-08-27T00:26:29.459Z,true,16.1,766.6,770.9,,true,true,true,507,55,55,0,0,0,,2469.5,1095,156,136032
2026-08-27T00:26:43.797Z,true,29.6,89,99.7,78.1,true,true,true,1758,92,92,0,0,0,,2550.6,1328,425,136045
2026-08-27T00:26:58.670Z,true,17,51.8,19.7,,true,true,true,622,135,135,0,0,0,,2553.2,857,3168,136056
2026-08-27T00:27:13.993Z,true,378.6,412.9,419.1,,true,true,true,9344,152,152,0,0,0,,2481.2,625,698,136065
2026-08-27T00:27:29.101Z,true,530,582.3,557.7,,true,true,true,773,184,184,0,0,0,,2481.1,696,3430,136075
2026-08-27T00:27:43.919Z,true,88.4,142.9,166.8,137.9,true,true,true,11491,195,195,0,0,0,,2432.9,1084,698,135988
2026-08-27T00:27:59.236Z,true,474.9,525.5,496.2,,false,true,false,26833,195,195,0,0,0,,2386.3,989,3445,135999
2026-08-27T00:28:14.577Z,true,398.9,448,446.9,,true,true,true,669,11,11,0,0,0,,2495.6,748,263,136010
2026-08-27T00:28:28.982Z,true,395.4,420.6,421.2,,true,true,true,1449,48,48,0,0,0,,2521.4,1090,1342,136021
2026-08-27T00:28:43.984Z,true,310,388.1,399.5,370.5,true,true,true,768,90,90,0,0,0,,2629.4,720,1328,136035
2026-08-27T00:28:58.607Z,true,16.7,61.9,62.7,,true,true,true,1379,127,127,0,0,0,,2451.8,1252,1260,136045
2026-08-27T00:29:14.014Z,true,331,369.2,370,,true,true,true,8413,150,150,0,0,0,,2517.7,605,865,136056
2026-08-27T00:29:28.669Z,true,69.1,110.7,86.2,,true,true,true,1308,187,187,0,0,0,,2524,932,4035,136066
2026-08-27T00:29:44.249Z,true,591.2,673.6,684.7,651.4,true,true,true,7802,210,210,0,0,0,,2557.5,841,269,135982
2026-08-27T00:29:59.139Z,true,513.7,546.1,546.7,,false,true,false,22750,210,210,0,0,0,,2591.8,1388,123,135993
2026-08-27T00:30:14.802Z,true,359.7,398.1,402,,true,true,true,660,11,11,0,0,0,,2647.1,508,3145,136002
2026-08-27T00:30:29.077Z,true,370.1,403.7,402.7,,true,true,true,1415,48,48,0,0,0,,2404.2,926,1368,136015
2026-08-27T00:30:43.927Z,true,143.5,219.7,231.1,198.9,true,true,true,2952,84,84,0,0,0,,2502.1,816,1060,136030
